Compound ID,Attrition Resistance,Thermal Stability,Average Particle Size,Particle Size Distribution (%),Density,Rare Earth Oxides (%),Catalyst Surface Area ,Micropore Surface Area ,Zeolite Surface Area ,X-Ray Fluorescence (a.u.),Cost 
CMPD-3521,81.4892,727.2599,63.0708,16.3422,1.0493,3.4282,302.3823,53.2543,76.1166,0.9197,40.51
CMPD-3522,82.4609,652.8536,99.7733,22.6706,1.2432,1.5942,161.3353,60.1504,130.302,0.1599,24.201
CMPD-3523,95.7983,660.3084,55.1174,19.9211,1.4594,3.4181,232.1835,114.5526,110.2573,0.707,40.8353
CMPD-3524,85.1076,836.845,62.2549,22.269,1.2346,1.4286,106.1033,110.2253,83.9341,0.8274,43.9489
CMPD-3525,82.9639,737.0547,62.8602,16.1004,1.052,3.5393,303.3581,53.8876,77.2929,0.911,42.9102
CMPD-3526,81.3054,593.4758,95.9569,21.5673,1.4755,2.0066,181.6882,83.0184,76.9826,0.8608,14.1933
CMPD-3527,90.9449,723.7348,74.3095,15.2806,1.3693,1.5413,216.3092,68.6402,52.6003,0.8238,18.8423
CMPD-3528,89.6848,720.2098,94.7762,12.6196,1.0503,0.8881,246.3955,59.6628,105.1757,0.4011,13.4013
CMPD-3529,84.8957,735.6757,60.0101,16.3929,1.0527,3.5328,310.9356,52.4288,81.0232,0.941,42.5441
CMPD-3530,90.9684,784.4907,64.3397,19.6963,1.1739,1.4656,102.6533,110.032,82.031,0.8462,45.066
CMPD-3531,91.0349,838.8354,95.3398,15.8017,1.0877,3.3133,268.8161,136.434,186.89,0.4669,12.5565
CMPD-3532,95.571,698.9438,82.8601,11.7787,1.1216,0.8882,243.9493,61.591,112.4228,0.4132,13.9144
CMPD-3533,93.775,698.9266,75.4749,15.9106,1.4078,1.5202,206.2982,72.9567,53.0864,0.8491,19.1319
CMPD-3534,89.1429,826.5767,61.6863,20.4816,1.2243,1.3906,104.5225,110.8592,85.617,0.869,44.6275
CMPD-3535,94.9581,680.248,55.2868,21.6815,1.3835,3.7324,223.0961,111.3868,108.9292,0.727,39.9149
CMPD-3536,84.0653,646.1278,96.6748,21.2087,1.4573,1.8883,192.4587,82.1407,72.8435,0.8179,13.8141
CMPD-3537,96.7042,720.4914,74.5936,15.5472,1.3724,1.5642,212.5656,70.7024,53.8208,0.8672,19.7526
CMPD-3538,85.7134,850.7452,63.8288,21.7674,1.1981,1.4527,106.0898,111.6959,81.305,0.8624,45.4129
CMPD-3539,85.5582,753.899,61.7114,15.8341,1.102,3.287,299.6377,52.991,82.6431,0.9014,41.2687
CMPD-3540,83.6779,634.3451,97.4733,23.1068,1.1913,1.5648,157.9877,58.551,124.7863,0.1525,24.6413
CMPD-3541,92.8401,681.2531,93.9319,11.3441,1.137,0.8876,239.6941,66.7263,120.2748,0.405,13.6851
CMPD-3542,91.0387,734.9072,90.7637,12.1342,1.1218,0.8907,244.7721,57.6629,121.7126,0.4163,13.5793
CMPD-3543,95.3462,643.887,74.1278,15.6145,1.3403,1.503,217.0524,69.6379,53.444,0.8555,19.2952
CMPD-3544,92.023,717.5162,86.928,12.2626,1.0897,0.8701,238.5034,60.4605,113.9691,0.4422,13.8422
CMPD-3545,95.2342,680.7782,57.3786,20.5308,1.334,3.6002,235.9061,109.4949,113.0881,0.7052,40.9084
CMPD-3546,89.5156,799.2927,61.1314,21.2691,1.1482,1.4375,106.7028,103.0663,80.5764,0.855,45.2661
CMPD-3547,94.5653,660.9383,73.3257,15.7102,1.4048,1.5192,215.3714,66.205,53.9459,0.8544,18.6898
CMPD-3548,93.9944,673.7775,73.1203,16.1094,1.3682,1.5331,202.3404,67.2169,55.2532,0.8465,18.5857
CMPD-3549,84.232,683.7067,98.7287,23.4141,1.1919,1.6133,165.0444,59.0131,125.8503,0.1523,25.875
CMPD-3550,97.6408,707.2001,58.0947,19.7826,1.3116,3.6257,240.3197,108.0844,109.2296,0.729,42.7889
CMPD-3551,79.4491,746.307,64.6997,16.5451,1.0186,3.2675,284.4738,53.709,78.6449,0.8658,41.2807
CMPD-3552,83.4062,622.4519,103.5849,24.3124,1.2421,1.6009,157.9478,62.2851,126.0019,0.1465,25.6992
CMPD-3553,89.4727,810.6039,57.8617,20.8726,1.202,1.3608,102.4027,111.7212,84.203,0.8651,45.4802
CMPD-3554,96.1179,841.6757,96.8373,16.1409,1.0557,3.5288,262.7792,141.0803,178.5155,0.4593,12.6521
CMPD-3555,80.2138,736.937,59.5991,15.998,1.0906,3.1977,309.1697,53.32,78.9761,0.9332,39.7277
CMPD-3556,95.8288,680.5684,72.831,14.5153,1.3161,1.455,214.8404,68.5239,54.4921,0.8464,18.6505
CMPD-3557,100.2564,702.7043,71.9967,15.4801,1.3048,1.4465,217.239,68.8127,53.6788,0.8474,19.4889
CMPD-3558,94.8197,696.1703,74.2281,16.3332,1.421,1.5805,210.8664,69.5243,55.6042,0.8719,18.4115
CMPD-3559,96.4265,764.6932,86.7965,11.5807,1.1095,0.8641,232.5913,63.4187,111.0366,0.425,13.9054
CMPD-3560,92.1708,818.4048,63.6576,22.6321,1.2448,1.4013,108.2299,111.1194,85.4468,0.8878,44.624
CMPD-3561,92.408,720.8643,87.559,11.7578,1.1229,0.8364,227.6715,62.6635,120.8801,0.4179,14.12
CMPD-3562,81.3697,589.2251,96.8659,22.0736,1.5275,1.9935,188.7196,83.2267,74.1105,0.8342,13.6993
CMPD-3563,95.9622,681.5572,56.8945,19.8696,1.3455,3.5964,237.1904,105.3427,110.2402,0.6677,40.9416
CMPD-3564,87.5887,852.2611,91.5808,17.0763,1.0483,3.4795,255.7335,149.1645,184.2948,0.4281,12.0625
CMPD-3565,95.7406,815.2125,97.2991,15.741,1.0517,3.3313,260.6896,141.2641,189.3257,0.4783,12.7004
CMPD-3566,79.8168,736.8615,63.5205,16.1422,1.0439,3.0741,287.7321,52.5876,82.4387,0.9,42.5631
CMPD-3567,81.3522,657.5442,97.9831,25.8708,1.2136,1.613,154.561,59.6893,124.6155,0.1536,24.163
CMPD-3568,98.4191,685.5423,76.2639,15.5751,1.3236,1.4425,214.1549,68.0567,53.9135,0.8576,19.1941
CMPD-3569,83.6131,673.4389,100.1681,24.0376,1.2042,1.6302,172.1365,63.0818,133.5218,0.1534,24.3753
CMPD-3570,94.8057,735.9619,74.3771,15.2397,1.4148,1.4738,219.4951,71.0261,56.1315,0.8786,19.3038
CMPD-3571,89.1062,708.2868,87.7945,12.282,1.1237,0.8711,239.6391,58.314,106.7522,0.4065,14.1476
CMPD-3572,82.6548,662.7636,99.8444,24.4204,1.195,1.6601,170.2973,62.9707,119.8463,0.1527,25.4191
CMPD-3573,92.825,684.8692,86.9051,12.292,1.1201,0.8525,228.2949,59.8963,113.6218,0.4181,13.7581
CMPD-3574,83.3906,728.9835,57.9259,15.9065,1.0182,3.2772,287.2772,51.8327,77.5265,0.9203,44.1726
CMPD-3575,89.5775,587.7627,98.5509,21.587,1.4833,2.0256,187.3406,79.7101,73.0496,0.8722,13.5944
CMPD-3576,94.6762,723.6207,96.4942,12.88,1.1251,0.8233,246.12,59.302,110.0078,0.4307,13.8158
CMPD-3577,90.7119,631.0546,57.669,20.7732,1.4093,3.6106,235.5155,108.7074,111.2786,0.6998,42.4316
CMPD-3578,82.6279,616.0967,96.1076,21.3549,1.3958,1.958,183.774,83.1054,73.3279,0.8254,14.1407
CMPD-3579,80.9824,662.0423,98.8761,23.8346,1.2129,1.6178,170.8631,58.7314,130.1044,0.1493,24.911
CMPD-3580,83.8354,587.4722,95.5566,21.1391,1.4346,1.7614,194.0452,80.524,78.5766,0.8656,13.8285
CMPD-3581,84.0816,631.6376,99.1018,21.7505,1.4959,2.0503,174.0285,82.2238,73.8411,0.8772,13.8252
CMPD-3582,96.4699,671.7378,72.6222,15.9733,1.4197,1.535,218.4431,71.6534,54.6408,0.8207,18.6239
CMPD-3583,90.2785,852.6514,98.1834,15.9222,1.037,3.5931,246.5747,144.2272,179.9267,0.4348,11.9769
CMPD-3584,84.0441,689.4287,64.4878,16.0508,1.0686,3.238,287.3246,51.517,77.6506,0.9324,40.7146
CMPD-3585,81.5268,737.9668,61.6751,16.7734,1.0958,3.2289,292.6544,52.4963,81.4178,0.8764,42.7611
CMPD-3586,88.1839,844.464,65.4537,21.1745,1.2129,1.4103,103.79,113.5104,85.6739,0.8686,44.097
CMPD-3587,97.0915,695.8895,70.9561,14.9087,1.3758,1.4765,216.6263,68.2415,54.679,0.8888,18.9281
CMPD-3588,81.1028,642.8449,100.9841,25.483,1.1727,1.5775,173.0448,61.9824,125.5086,0.1462,27.0596
CMPD-3589,96.7234,861.7527,96.6342,16.7518,1.1292,3.5449,255.7008,142.7316,189.0171,0.4419,12.0908
CMPD-3590,89.4715,760.0674,88.7725,11.7971,1.0724,0.8385,233.8277,60.1162,115.3114,0.4258,14.5722
CMPD-3591,79.7768,739.0142,61.479,16.2534,1.0928,3.4079,299.9816,53.5078,79.0549,0.9047,42.1493
CMPD-3592,83.0732,592.3491,96.2169,21.4243,1.4679,1.8938,199.5268,82.6636,74.4616,0.8642,13.9507
CMPD-3593,84.538,748.9241,59.602,16.1029,1.0658,3.263,311.136,53.8457,81.9338,0.8944,40.6556
CMPD-3594,97.3637,672.0886,56.1345,20.1933,1.4177,3.3281,239.3632,110.0236,111.1396,0.7349,41.2984
CMPD-3595,86.8442,678.6981,99.9771,24.0917,1.1648,1.5813,162.3453,61.126,131.6414,0.148,25.6654
CMPD-3596,80.8366,729.5043,62.2831,15.6373,1.1158,3.5132,313.5878,53.8153,77.4625,0.9186,42.2867
CMPD-3597,79.6209,643.3095,101.4653,24.2727,1.1696,1.5325,165.218,60.315,130.6105,0.1513,25.4631
CMPD-3598,84.2621,561.6421,98.6076,22.6524,1.4721,1.9489,186.5501,79.771,70.4406,0.8612,13.8808
CMPD-3599,92.0824,860.422,97.8673,16.4315,1.0362,3.4817,273.5459,139.8531,173.4042,0.4513,12.0481
CMPD-3600,95.7951,719.5758,72.4194,16.2559,1.4061,1.5694,224.141,69.1115,50.6579,0.8321,17.6664
CMPD-3601,82.0123,739.1759,60.7942,17.0053,0.988,3.4302,284.8978,53.7892,80.4406,0.8884,42.5003
CMPD-3602,81.7874,568.8565,94.3797,21.6154,1.389,1.9132,187.8786,84.8471,72.313,0.8649,14.3897
CMPD-3603,83.2433,610.5165,92.5322,20.3649,1.4277,1.9496,170.2899,83.7267,69.9072,0.8489,14.7561
CMPD-3604,85.1145,706.9646,62.5973,15.93,1.0636,3.1629,293.4278,53.1217,78.8066,0.9232,39.36
CMPD-3605,85.6389,627.4154,104.5069,23.9555,1.1486,1.6959,165.9818,60.7678,130.0893,0.1489,26.5022
CMPD-3606,83.731,825.1041,60.9005,21.524,1.2467,1.4023,108.5059,111.9081,85.1912,0.8481,45.4342
CMPD-3607,87.9437,817.13,65.2256,20.8901,1.2185,1.3756,112.5928,113.5374,81.2166,0.8485,43.4943
CMPD-3608,94.9445,706.8947,74.5094,15.7018,1.4221,1.5059,219.0923,67.6599,54.3682,0.8168,18.1073
CMPD-3609,89.6469,853.2736,63.8313,20.6505,1.2482,1.379,103.7406,107.0024,81.6183,0.8687,41.2628
CMPD-3610,88.5946,624.3883,104.2542,23.5471,1.1466,1.5914,167.9502,62.098,127.3848,0.1449,24.2243
CMPD-3611,96.8939,652.3911,75.4143,16.8835,1.3695,1.4822,233.2222,71.4984,53.9876,0.8318,17.855
CMPD-3612,93.7532,699.1797,73.3624,16.4446,1.4093,1.5047,209.2771,69.719,54.9028,0.8738,19.0097
CMPD-3613,94.6857,672.9173,86.8768,11.459,1.0421,0.9218,241.4587,64.1778,112.334,0.4229,13.4919
CMPD-3614,93.6097,666.6405,74.3788,15.5685,1.2867,1.5839,218.1919,67.9887,53.5083,0.8421,19.6813
CMPD-3615,86.0748,763.0792,61.5376,16.0546,1.0486,3.3275,297.1496,51.6349,78.6973,0.8813,41.3031
CMPD-3616,84.097,614.5981,96.7484,20.4182,1.5165,1.9642,197.0908,83.5822,73.315,0.8467,13.8919
CMPD-3617,93.04,692.4011,72.9966,15.7774,1.3638,1.433,216.7889,70.6837,55.3606,0.8818,18.7939
CMPD-3618,99.3415,854.8932,93.8933,16.0135,1.0715,3.4211,269.8702,144.4163,181.6209,0.4465,11.916
CMPD-3619,81.1797,596.1645,98.3577,23.3425,1.4894,1.9743,189.7707,83.7881,71.7328,0.8372,13.9059
CMPD-3620,83.849,632.7542,95.3503,23.7001,1.1894,1.6051,156.2057,59.829,125.8582,0.1468,25.2687
CMPD-3621,80.6374,724.7535,62.0509,17.1086,1.0251,3.3194,280.3219,53.4344,80.2803,0.8933,42.0514
CMPD-3622,83.9271,599.7775,98.7034,21.0214,1.4378,1.9438,192.7935,83.0894,68.3702,0.8257,14.0064
CMPD-3623,89.3626,666.3639,99.1532,11.4585,1.078,0.8789,229.6552,62.7682,110.4415,0.4242,14.3541
CMPD-3624,85.2069,643.7953,101.5468,24.2761,1.2019,1.5217,164.3343,63.1667,131.249,0.1598,25.7744
CMPD-3625,86.8467,620.5741,99.706,20.9158,1.433,1.9704,186.6057,81.3849,79.6153,0.8951,14.9516
CMPD-3626,83.1876,648.1439,103.2645,24.7303,1.2093,1.5618,157.8003,63.7411,108.452,0.1543,25.008
CMPD-3627,84.0247,723.3344,61.8267,16.2321,1.0185,3.401,289.706,53.0282,78.1194,0.9457,43.3371
CMPD-3628,89.6112,739.8337,88.5489,12.1808,1.1227,0.8765,239.6106,64.3255,115.8214,0.4343,13.5539
CMPD-3629,99.5246,674.1015,58.4859,19.2391,1.3122,3.5922,227.9688,118.0736,112.0485,0.7355,40.9632
CMPD-3630,89.9824,786.3392,90.5752,15.8754,1.0568,3.5298,259.6613,139.3511,176.2711,0.4407,12.6916
CMPD-3631,95.4088,713.3003,92.0235,12.0465,1.0741,0.8624,238.3931,61.2884,111.7163,0.4153,13.9028
CMPD-3632,94.8611,821.4687,94.3381,16.1062,1.0678,3.3113,261.1933,142.1189,185.4072,0.4555,12.5835
CMPD-3633,95.0393,814.5585,61.4045,20.4686,1.2138,1.4565,99.7534,104.085,79.4102,0.8631,43.6343
CMPD-3634,77.6141,735.7234,60.8942,16.3357,1.0131,3.3042,301.6822,54.9775,81.7329,0.8441,40.5787
CMPD-3635,96.3876,689.9479,57.2001,20.0229,1.339,3.4186,228.1815,112.8668,110.9113,0.7068,42.3414
CMPD-3636,93.6532,679.5654,92.8252,12.5774,1.1431,0.868,236.6425,62.2546,115.8148,0.4177,13.7295
CMPD-3637,92.1145,838.2233,65.1191,21.6232,1.2058,1.4126,107.4707,114.3163,82.3004,0.8796,42.3492
CMPD-3638,79.6858,707.1165,61.3103,16.4791,1.0944,3.2809,304.9484,50.6795,83.8969,0.8218,42.4567
CMPD-3639,91.3168,816.7339,97.1454,16.5395,1.0293,3.4095,262.9794,134.106,190.296,0.4474,12.5545
CMPD-3640,85.1314,701.5248,62.0736,16.4495,1.0554,3.3324,287.1648,54.1812,78.2363,0.9249,44.0151
CMPD-3641,96.4363,658.4773,56.3874,20.2023,1.2505,3.5229,229.5445,104.5749,115.6511,0.7138,40.4993
CMPD-3642,90.1007,858.3662,60.2034,20.4817,1.287,1.3955,99.3888,110.8559,86.2782,0.8843,41.195
CMPD-3643,78.6786,714.2034,58.8709,17.1055,1.0499,3.1901,300.6914,53.6984,79.2421,0.8694,41.9079
CMPD-3644,81.6532,598.4576,97.7321,21.0734,1.5202,2.0004,183.672,81.1863,76.0134,0.8539,14.3479
CMPD-3645,95.7276,829.953,91.1512,15.9287,1.0408,3.5901,263.4287,147.2522,178.096,0.4473,13.1081
CMPD-3646,79.6265,662.8334,95.3904,24.0988,1.1822,1.7479,169.9912,61.2111,123.3642,0.1566,24.5436
CMPD-3647,81.7722,631.1455,95.593,22.1763,1.5478,1.9673,182.7779,79.4004,70.4908,0.8513,13.9495
CMPD-3648,82.5011,717.9792,62.0352,16.8589,1.0666,3.365,295.99,52.9091,81.3386,0.9188,42.9797
CMPD-3649,82.9603,633.7345,104.4099,24.5125,1.2313,1.636,161.9605,58.4874,124.2656,0.154,25.2435
CMPD-3650,94.0611,688.2023,58.8839,19.8822,1.3869,3.5637,240.8425,106.5315,109.8696,0.755,40.9382
CMPD-3651,81.0841,650.8882,94.0277,22.3497,1.2081,1.633,161.1391,61.5497,129.5553,0.1506,26.35
CMPD-3652,96.6776,819.1329,93.7422,15.892,1.084,3.3489,269.1411,146.2398,188.653,0.4661,12.6367
CMPD-3653,86.1886,611.3445,98.1694,21.4996,1.3969,1.9172,176.7548,79.7424,72.2245,0.8656,13.1387
CMPD-3654,99.7203,674.7064,74.0104,16.1689,1.4017,1.4924,212.0783,69.3425,54.3999,0.8432,19.1945
CMPD-3655,89.9797,830.0975,91.8836,16.226,1.076,3.4624,260.9396,147.9753,196.0799,0.4419,12.9188
CMPD-3656,83.4747,616.7376,100.6177,21.3838,1.4914,1.896,168.6619,85.0304,71.3479,0.8581,13.731
CMPD-3657,100.0132,696.705,74.025,15.2182,1.3997,1.4751,218.3692,74.6299,56.8567,0.8294,18.3968
CMPD-3658,82.2812,630.2951,93.9428,20.7961,1.4347,1.9378,187.6392,85.2946,70.5457,0.8278,13.5468
CMPD-3659,79.5608,733.4765,60.2922,16.7741,1.0449,3.243,302.8739,52.3749,83.2962,0.8431,42.0542
CMPD-3660,80.7094,756.7231,60.2828,16.174,1.0396,3.3273,291.6295,54.7093,78.9403,0.8882,42.5048
CMPD-3661,95.3853,759.7698,91.0933,12.1064,1.131,0.8947,223.6365,58.4165,105.8333,0.4117,14.2927
CMPD-3662,84.3211,618.2196,98.231,22.7275,1.5537,1.9656,186.1794,82.5342,75.3921,0.8786,14.8538
CMPD-3663,94.4815,715.5262,94.0166,11.9467,1.1338,0.9036,218.7209,58.1512,113.432,0.4311,13.0248
CMPD-3664,88.7599,802.4924,61.8775,20.4184,1.1747,1.4194,104.3772,108.2541,79.7193,0.8487,42.9805
CMPD-3665,87.6902,797.7829,64.7228,20.8687,1.1961,1.4283,113.588,111.2453,80.7367,0.8744,43.8774
CMPD-3666,80.7418,751.0391,63.0153,15.9752,1.0124,3.3468,312.7166,51.2849,80.2906,0.9055,43.8272
CMPD-3667,92.0793,695.6981,88.504,12.3919,1.0947,0.8715,231.1394,63.4838,118.0463,0.4182,13.4872
CMPD-3668,91.0748,732.7097,92.5613,11.5272,1.0845,0.8445,239.9802,60.4588,111.6252,0.4085,13.9528
CMPD-3669,88.9682,831.0177,61.6551,20.9841,1.2873,1.3606,104.8702,109.0361,85.0333,0.882,44.8362
CMPD-3670,84.4275,751.5985,63.472,16.6052,1.0631,3.2053,290.9147,53.5724,79.4402,0.9183,40.4973
CMPD-3671,82.1783,734.9457,58.8458,16.2381,1.0039,3.2405,307.2369,54.4938,80.1356,0.9046,43.9631
CMPD-3672,93.63,655.0176,56.5829,19.3503,1.4228,3.3841,243.5072,109.149,107.5244,0.7355,41.4729
CMPD-3673,96.3308,695.5583,72.7088,14.6023,1.401,1.6007,217.0387,70.7162,52.7405,0.845,19.2873
CMPD-3674,94.9388,702.0653,70.9587,15.7342,1.4323,1.4666,224.1303,66.4909,50.5795,0.8287,18.3805
CMPD-3675,90.1505,834.4214,60.9596,20.3528,1.1982,1.4343,108.5183,111.4755,79.9354,0.8211,45.6324
CMPD-3676,87.4897,728.3625,95.1003,11.6301,1.0669,0.8713,223.6987,65.2381,112.8127,0.4076,13.2686
CMPD-3677,95.3389,668.8581,56.7657,19.337,1.2817,3.6156,239.9364,113.7993,114.5532,0.7381,43.4203
CMPD-3678,94.2092,696.2597,75.5935,16.231,1.3724,1.5162,210.4448,69.5958,50.892,0.8173,19.6148
CMPD-3679,84.1098,618.8911,94.6534,21.2312,1.4873,2.0155,181.8507,82.2335,79.2483,0.8617,14.0503
CMPD-3680,76.5333,658.4666,99.2735,22.1699,1.1764,1.6431,167.481,60.9791,124.07,0.151,25.7555
CMPD-3681,87.3227,821.4998,59.3918,20.4965,1.1932,1.4203,99.2443,107.441,82.8123,0.8264,45.3638
CMPD-3682,81.8854,630.8133,94.7585,22.1668,1.5678,1.9558,189.9642,83.362,74.1939,0.8492,14.2445
CMPD-3683,83.0145,624.1427,98.8294,23.3267,1.1653,1.5329,162.0515,59.0486,122.7395,0.151,25.169
CMPD-3684,89.5851,716.4928,89.8121,12.6843,1.0737,0.9154,232.6525,57.3775,113.3882,0.4034,14.6032
CMPD-3685,95.2899,680.7544,75.3329,15.4964,1.3574,1.5072,221.5591,75.1769,52.5684,0.8207,19.2602
CMPD-3686,93.4946,840.0856,60.8809,20.1492,1.216,1.4093,108.0904,109.582,84.405,0.8535,46.9648
CMPD-3687,86.6773,815.4883,63.3123,20.7187,1.2158,1.4241,109.796,109.5931,85.9865,0.881,44.0188
CMPD-3688,93.4816,738.9015,91.564,12.398,1.0637,0.8746,239.3863,59.5052,114.5998,0.3989,14.7083
CMPD-3689,94.9372,665.7355,55.0484,20.7082,1.4256,3.4867,212.3147,108.2568,109.4029,0.7019,38.274
CMPD-3690,84.4751,845.0209,65.9335,21.1393,1.2086,1.4159,103.3361,103.0434,82.0939,0.8562,44.1968
CMPD-3691,82.2732,572.3656,93.7243,21.7976,1.528,1.9087,185.1666,83.7813,71.3334,0.8439,13.7547
CMPD-3692,99.6658,684.8332,73.5427,14.7392,1.3818,1.4657,217.3113,69.5848,55.4429,0.8525,18.954
CMPD-3693,82.3496,652.0515,101.1744,22.3997,1.2088,1.6412,158.444,61.3936,122.5537,0.1466,24.1067
CMPD-3694,82.197,651.7756,97.0773,23.3547,1.2088,1.6942,146.5181,61.4892,133.3497,0.1565,24.0347
CMPD-3695,97.6614,747.3002,71.5092,15.6186,1.3368,1.4347,214.5967,70.7529,54.4072,0.8618,19.2117
CMPD-3696,93.3902,641.1097,57.3978,20.9625,1.4165,3.5581,230.8538,112.7713,111.2321,0.6886,40.6461
CMPD-3697,93.5948,745.0012,94.1866,12.1087,1.1605,0.8674,234.8797,66.6889,109.5928,0.4026,14.0099
CMPD-3698,89.3966,815.1109,60.9099,20.6044,1.2017,1.4689,111.2189,104.8342,83.0819,0.894,45.9714
CMPD-3699,90.2004,853.9489,93.1796,16.4928,1.0627,3.6304,264.1112,141.3741,179.0049,0.4406,11.9176
CMPD-3700,90.2245,670.7179,99.4132,23.6934,1.2149,1.549,167.6165,62.1066,131.7501,0.1486,25.5824
CMPD-3701,99.2222,822.4676,99.4827,16.4119,1.0929,3.4793,260.3792,153.3303,189.0482,0.4573,12.4565
CMPD-3702,98.7185,671.9758,73.9854,15.142,1.3988,1.5768,222.006,70.6012,52.6409,0.8265,19.2253
CMPD-3703,94.9038,702.1183,93.8437,11.797,1.105,0.8524,227.0246,58.5123,117.3046,0.4378,13.6507
CMPD-3704,93.9691,706.4385,57.2937,19.4241,1.3771,3.529,230.2895,115.1408,110.113,0.7172,40.2423
CMPD-3705,97.9961,786.1632,97.0379,15.4631,1.0245,3.4112,257.1867,141.2245,176.6622,0.4535,12.7938
CMPD-3706,100.0006,692.3543,73.5463,14.9657,1.4638,1.5449,217.4027,72.123,54.1018,0.8238,18.7064
CMPD-3707,93.868,691.5066,54.7817,20.0626,1.2566,3.5239,248.3211,118.9431,112.9894,0.6878,40.4497
CMPD-3708,80.9019,605.3275,98.4679,22.4468,1.4442,1.876,189.3206,84.3689,73.7371,0.8719,13.7575
CMPD-3709,85.1451,665.2009,105.7385,23.7499,1.1749,1.5894,166.3646,61.0266,130.5258,0.1635,24.7436
CMPD-3710,93.3189,721.6262,88.0352,12.1528,1.1423,0.8456,232.7972,65.947,118.1669,0.4255,14.2217
CMPD-3711,94.4235,684.4852,74.9167,15.9539,1.3393,1.4125,230.7109,69.3076,54.9485,0.8553,18.8691
CMPD-3712,97.1505,666.9854,53.5323,19.8389,1.3768,3.578,236.276,107.9923,109.0283,0.7111,41.5858
CMPD-3713,88.3033,855.5867,59.8066,19.5888,1.1779,1.3323,104.5357,112.9575,79.7194,0.8281,44.3953
CMPD-3714,81.2902,662.5252,95.7628,23.8331,1.2736,1.6733,167.1813,58.6817,126.7043,0.1467,24.9495
CMPD-3715,100.2034,852.6454,97.591,15.8681,1.0805,3.3838,269.5836,145.614,184.1315,0.4421,12.0208
CMPD-3716,92.897,746.0493,87.0138,11.7659,1.0559,0.8726,241.2792,64.2236,109.108,0.403,14.021
CMPD-3717,101.327,657.249,56.3203,19.4439,1.4357,3.5815,232.783,110.0952,109.0881,0.7452,41.411
CMPD-3718,97.555,864.8413,91.7478,16.1716,1.0343,3.5763,260.6869,131.5131,185.8787,0.4292,12.4903
CMPD-3719,93.1956,715.5321,94.7825,12.2218,1.1148,0.8322,224.9447,61.4693,111.4952,0.4271,14.0657
CMPD-3720,94.3258,738.9099,90.4157,11.8707,1.1107,0.884,240.3206,61.8523,113.4934,0.4446,13.9999
CMPD-3721,94.3168,814.03,97.9366,15.8138,1.0129,3.4334,244.1947,145.8374,187.8738,0.4343,11.9301
CMPD-3722,97.3156,698.7188,87.164,11.6114,1.2038,0.8971,240.9709,63.1705,118.0861,0.4231,13.5515
CMPD-3723,79.6498,720.1996,59.2753,16.487,1.0188,3.3241,314.7344,52.8554,74.4207,0.8961,41.2029
CMPD-3724,90.9381,830.021,95.6057,16.1847,1.0324,3.5911,273.4447,142.8623,187.6859,0.434,11.3689
CMPD-3725,81.8924,610.0089,90.603,20.5638,1.4852,2.02,187.6884,82.9123,74.1539,0.8708,13.4632
CMPD-3726,93.298,707.357,60.3759,19.4426,1.4046,3.378,240.7635,104.7266,112.125,0.7339,38.8731
CMPD-3727,84.183,606.3421,93.6729,21.7197,1.5404,1.8715,185.8587,86.9278,70.4116,0.8779,14.031
CMPD-3728,83.6276,636.0509,97.1456,21.4458,1.5208,2.0214,184.379,81.8987,78.2511,0.8504,14.4317
CMPD-3729,86.7902,720.7141,87.3386,12.1565,1.1295,0.8815,235.3858,60.9815,110.813,0.396,13.9565
CMPD-3730,91.326,678.4159,55.0493,19.6132,1.3695,3.5087,229.7167,105.4383,112.0868,0.7035,41.9316
CMPD-3731,83.2243,726.9276,60.3214,16.4356,1.0898,3.4235,292.2434,51.238,80.2342,0.8716,41.0093
CMPD-3732,92.2618,825.3128,94.7946,16.4495,1.0343,3.4446,258.4007,144.3221,185.8982,0.4343,12.7117
CMPD-3733,98.493,646.6809,58.6517,20.539,1.3654,3.4672,235.6744,104.795,112.3057,0.7393,41.4332
CMPD-3734,86.6642,723.2632,88.535,12.3292,1.15,0.8655,243.5644,59.5014,108.8382,0.4107,13.5974
CMPD-3735,90.8449,826.144,93.9163,16.3315,1.0669,3.4103,261.4838,148.3334,189.4007,0.4404,11.5428
CMPD-3736,97.6651,731.773,90.3859,12.1726,1.0987,0.8881,233.4276,61.819,117.5372,0.4228,14.2143
CMPD-3737,89.3277,864.4371,96.232,16.331,1.0179,3.3421,270.4032,146.093,172.9432,0.4335,12.0521
CMPD-3738,82.8281,611.9902,94.1334,20.9458,1.4626,1.9766,198.0177,79.7224,75.6899,0.8476,14.7608
CMPD-3739,81.5919,598.9001,95.2354,21.2046,1.4744,1.8804,194.1314,81.8303,73.9845,0.8542,14.1438
CMPD-3740,80.5743,759.6891,61.3724,17.5525,1.1153,3.3705,303.9297,51.3898,83.2568,0.915,41.6048
CMPD-3741,93.1927,653.8564,55.381,20.2438,1.3857,3.363,240.4518,113.1757,108.3448,0.741,40.5536
CMPD-3742,79.6841,721.5127,59.9711,16.267,1.091,3.3068,295.3398,55.1252,82.3982,0.8642,41.0404
CMPD-3743,79.3469,723.8076,56.8612,15.8219,1.0959,3.3103,299.9846,55.1826,80.2539,0.9242,41.3234
CMPD-3744,89.5093,870.618,101.126,16.3132,1.1003,3.4515,255.3842,146.9795,186.59,0.4333,12.1125
